D01-NF-R1	49	61.58	2) medium quality	69.98	1.68	83.33	Oscillospiraceae bacterium	species	0.688	Unclassified	Unclassified	0.496	37954	1.59	0.9	94	77418	1551	45	3	3	4	TRUE	TRUE	FALSE	FALSE	39	7	0	0	0	0	0	0	1594052	1323741	434396	0	0	0	0	0	0	94	1594052	19955	16	29	0	o__Clostridiales (UID1212)	172	263	149	81	176	6	0	0	0
D01-NF-R1	50	65.38	2) medium quality	75.08	1.94	0	Alistipes sp. AF17-16	species	0.937	Alistipes sp. AF17-16	species	0.937	29720	1.98	0.46	157	93689	1826	32	2	2	2	TRUE	TRUE	FALSE	FALSE	54	7	0	0	0	0	0	0	1982067	1644731	489619	0	0	0	0	0	0	157	1982067	15987	21	42	0	p__Bacteroidetes (UID2605)	350	314	208	71	237	6	0	0	0
D01-NF-R1	53	97.28	3) high quality Nayfach	97.28	0	0	Gemmiger formicilis	species	0.998	Gemmiger formicilis	species	0.998	1694431	3.26	2.21	6	1694431	2998	74	5	5	5	TRUE	TRUE	FALSE	TRUE	5	4	4	4	2	1	0	0	3257230	3251627	3215386	3215386	3215386	2418434	1694431	0	0	6	3257230	438344	1	3	0	o__Clostridiales (UID1212)	172	261	147	4	257	0	0	0	0
D01-NF-R1	55	74.83	2) medium quality	81.63	1.36	0	Oscillospiraceae bacterium	species	1	Oscillospiraceae bacterium	species	1	1148952	2.27	4.49	6	1148952	2058	57	3	3	3	TRUE	TRUE	FALSE	FALSE	5	5	5	3	1	1	0	0	2272796	2265177	2265177	2265177	1878914	1148952	1148952	0	0	6	2272796	326069	1	3	0	o__Clostridiales (UID1212)	172	261	147	36	222	3	0	0	0
D01-NF-R1	57	64.13	2) medium quality	95.78	6.33	85.71	uncultured Lachnospira sp.	species	0.838	uncultured Lachnospira sp.	species	0.838	191839	3.98	3.36	51	330012	3394	65	8	8	0	TRUE	TRUE	FALSE	FALSE	39	21	15	4	0	0	0	0	3976214	3912085	3467467	3040018	1241756	0	0	0	0	51	3976214	102001	8	15	0	o__Clostridiales (UID1226)	155	278	158	10	254	14	0	0	0
D01-NF-R1	6	81.57	3) high quality Nayfach	94.97	2.68	25	Eubacteriales	order	0.705	Oscillibacter sp. 57_20	species	0.499	49993	4.17	1.7	165	443437	4291	58	2	2	2	TRUE	TRUE	FALSE	TRUE	95	18	8	1	0	0	0	0	4174767	3810616	2037444	1386009	443437	0	0	0	0	165	4174767	24000	19	49	0	o__Clostridiales (UID1212)	172	263	149	9	250	4	0	0	0
D01-NF-R1	63	85.56	3) high quality Nayfach	99.21	2.73	0	Roseburia faecis	species	0.988	Roseburia faecis	species	0.988	998346	3.73	6.22	5	1850244	3741	76	4	4	0	TRUE	TRUE	TRUE	FALSE	5	4	3	3	3	1	0	0	3732453	3732453	3689452	3628174	3628174	3628174	1850244	0	0	5	3732453	998346	2	2	0	f__Lachnospiraceae (UID1286)	57	420	207	3	407	10	0	0	0
D01-NF-R1	72	57.56	2) medium quality	64.96	1.48	0	Eubacteriales	order	0.736	uncultured Eubacteriales bacterium	species	0.46	45944	2.38	0.75	93	181931	2263	47	5	5	4	TRUE	TRUE	FALSE	FALSE	57	11	3	0	0	0	0	0	2380154	2223085	991114	410951	0	0	0	0	0	93	2380154	27994	16	32	0	c__Clostridia (UID1118)	387	223	124	76	144	3	0	0	0
D01-NF-R1	82_sub	-87.63	0) really bad	87.72	35.07	15.25	Coprococcus	genus	0.751	uncultured Coprococcus sp.	species	0.526	562538	3.57	1.64	37	770782	3521	74	6	6	2	FALSE	FALSE	FALSE	FALSE	29	8	7	6	3	0	0	0	3567953	3520765	3014484	2964484	2820940	1919221	0	0	0	37	3567953	279967	3	6	0	f__Lachnospiraceae (UID1256)	33	333	171	29	204	91	9	0	0
D01-NF-R1	84_sub	17.2	2) medium quality	54.6	7.48	34.62	Eubacteriales	order	0.713	uncultured Eubacteriales bacterium	species	0.66	20001	1.37	0.93	151	57958	1477	20	1	1	1	TRUE	TRUE	FALSE	FALSE	36	2	0	0	0	0	0	0	1365702	945353	111840	0	0	0	0	0	0	151	1365702	7990	20	45	0	o__Clostridiales (UID1212)	172	263	149	101	142	17	3	0	0
D01-NF-R1	88	99.4	3) high quality Nayfach	100	0.12	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.891	Unclassified	Unclassified	0.891	644017	1.99	0.47	9	783461	1744	49	2	2	2	TRUE	TRUE	FALSE	TRUE	6	4	4	3	2	0	0	0	1986188	1976217	1933965	1933965	1766244	1427478	0	0	0	9	1986188	338766	2	3	0	p__Actinobacteria (UID2112)	31	211	124	0	210	1	0	0	0
D01-NF-R1	93_sub	48.84	2) medium quality	86.29	7.49	15.79	uncultured Ruminococcus sp.	species	0.884	uncultured Ruminococcus sp.	species	0.884	70004	2.74	1.54	89	226239	2550	41	2	1	1	TRUE	TRUE	FALSE	FALSE	60	18	5	0	0	0	0	0	2742141	2603298	1722314	791304	0	0	0	0	0	89	2742141	29996	13	27	0	o__Clostridiales (UID1226)	155	278	158	47	212	19	0	0	0
D01-NF-R1	94	97.32	3) high quality Nayfach	97.32	0	0	Oscillospiraceae bacterium	species	0.989	Oscillospiraceae bacterium	species	0.989	645199	2.14	1.45	6	766835	2018	52	2	2	3	TRUE	TRUE	FALSE	TRUE	6	5	5	3	2	0	0	0	2142173	2142173	2117842	2117842	1846544	1412034	0	0	0	6	2142173	434510	2	3	0	o__Clostridiales (UID1212)	172	263	149	4	259	0	0	0	0
D01-NF-R1	98	70.23	2) medium quality	92.88	4.53	33.33	Lachnospira eligens	species	0.801	Lachnospira eligens	species	0.801	48409	2.81	1.31	109	149873	2866	36	5	5	0	TRUE	TRUE	FALSE	FALSE	61	16	4	0	0	0	0	0	2809868	2586380	1278371	524862	0	0	0	0	0	109	2809868	29384	19	36	0	o__Clostridiales (UID1212)	172	263	149	19	232	12	0	0	0
D01-NF-R1	bin.11	93.75	3) high quality Nayfach	93.75	0	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.757	Unclassified	Unclassified	0.757	141295	2.37	0.33	28	306000	2039	44	2	2	2	TRUE	TRUE	FALSE	TRUE	26	16	10	1	0	0	0	0	2373358	2356316	2066560	1634740	306000	0	0	0	0	28	2373358	80006	6	12	0	p__Actinobacteria (UID2112)	31	211	124	10	201	0	0	0	0
D01-NF-R1	bin.123	50.47	2) medium quality	57.17	1.34	50	Firmicutes bacterium CAG:137	species	0.92	Firmicutes bacterium CAG:137	species	0.92	49996	1.43	0.62	39	109983	1162	37	1	3	4	TRUE	TRUE	FALSE	FALSE	35	10	1	0	0	0	0	0	1425244	1398922	702595	109983	0	0	0	0	0	39	1425244	30003	11	20	0	o__Clostridiales (UID1212)	172	263	149	99	162	2	0	0	0
D01-NF-R1	bin.127	45.95	2) medium quality	68.9	4.59	23.81	Clostridium	genus	0.77	Clostridium sp. 1_1_41A1FAA	species	0.623	58859	2.52	0.33	67	145945	2630	13	1	1	2	TRUE	TRUE	FALSE	FALSE	53	16	6	0	0	0	0	0	2523320	2414952	1433014	790834	0	0	0	0	0	67	2523320	37941	13	27	0	o__Clostridiales (UID1120)	304	249	142	77	151	21	0	0	0
D01-NF-R1	bin.128	80.37	2) medium quality	87.92	1.51	33.33	Anaerobutyricum hallii	species	0.872	Anaerobutyricum hallii	species	0.872	235672	3.03	1.23	23	661999	2682	75	8	8	7	TRUE	TRUE	FALSE	FALSE	21	15	10	3	1	0	0	0	3025876	3018793	2843612	2470664	1195946	661999	0	0	0	23	3025876	143884	5	9	0	o__Clostridiales (UID1212)	172	263	149	26	234	3	0	0	0
D01-NF-R1	bin.13_sub	47.2	2) medium quality	63.4	3.24	45.45	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.746	Unclassified	Unclassified	0.746	33147	1.56	0.73	80	63949	1500	18	0	1	2	TRUE	TRUE	FALSE	FALSE	52	2	0	0	0	0	0	0	1556000	1400473	119334	0	0	0	0	0	0	80	1556000	15985	19	36	0	o__Clostridiales (UID1212)	172	263	149	87	165	11	0	0	0
D01-NF-R1	bin.142	58.07	2) medium quality	58.07	0	0	uncultured Oscillibacter sp.	species	0.917	uncultured Oscillibacter sp.	species	0.917	36594	1.36	0.83	56	65960	1510	14	0	1	1	TRUE	TRUE	FALSE	FALSE	39	1	0	0	0	0	0	0	1359396	1244144	65960	0	0	0	0	0	0	56	1359396	27025	16	27	0	o__Clostridiales (UID1212)	172	263	149	90	173	0	0	0	0
D01-NF-R1	bin.40	61.12	2) medium quality	80.12	3.8	0	[Ruminococcus] torques L2-14	strain	0.841	[Ruminococcus] torques L2-14	strain	0.841	2187375	2.96	1.75	8	2187375	2769	47	6	6	6	TRUE	TRUE	FALSE	FALSE	6	6	6	1	1	1	1	0	2959184	2946488	2946488	2946488	2187375	2187375	2187375	2187375	0	8	2959184	195050	1	2	0	f__Lachnospiraceae (UID1256)	33	333	171	62	259	12	0	0	0
D01-NF-R1	bin.46	82.9	2) medium quality	89.6	1.34	100	Clostridium sp. AF36-4	species	0.854	Clostridium sp. AF36-4	species	0.854	62338	2.56	0.97	69	145991	2353	47	3	3	3	TRUE	TRUE	FALSE	FALSE	50	22	6	0	0	0	0	0	2561850	2454289	1794938	717986	0	0	0	0	0	69	2561850	37321	13	25	0	o__Clostridiales (UID1212)	172	263	149	20	240	3	0	0	0
D01-NF-R1	bin.51	76.66	2) medium quality	84.71	1.61	75	Odoribacter splanchnicus	species	0.933	Odoribacter splanchnicus	species	0.933	43998	3.47	1.24	117	90005	2928	51	4	4	4	TRUE	TRUE	FALSE	FALSE	92	17	0	0	0	0	0	0	3470351	3308383	1146977	0	0	0	0	0	0	117	3470351	31824	30	54	0	k__Bacteria (UID2569)	434	278	186	44	230	4	0	0	0
D01-NF-R1	bin.59	15.06	0) really bad	70.71	11.13	21.74	Clostridium phoceensis	species	0.849	Clostridium phoceensis	species	0.849	39394	2.28	1.05	97	129740	2488	42	2	2	1	FALSE	FALSE	FALSE	FALSE	68	10	1	0	0	0	0	0	2279818	2080604	664590	129740	0	0	0	0	0	97	2279818	19917	21	42	0	o__Clostridiales (UID1212)	172	257	149	70	166	20	1	0	0
D01-NF-R1	bin.60	33.54	1) low quality	33.54	0	0	uncultured Blautia sp.	species	0.901	uncultured Blautia sp.	species	0.901	124660	1.2	2.22	15	314793	1153	32	1	1	1	TRUE	FALSE	FALSE	FALSE	14	7	6	1	0	0	0	0	1201236	1192007	1013332	956955	314793	0	0	0	0	15	1201236	101591	3	6	0	o__Clostridiales (UID1226)	155	278	158	165	113	0	0	0	0
D01-NF-R1	bin.61	97.28	3) high quality Nayfach	97.28	0	0	Faecalibacterium	genus	0.757	Faecalibacterium sp. BIOML-A1	species	0.559	524212	2.65	3.77	11	848654	2426	55	7	7	3	TRUE	TRUE	FALSE	TRUE	11	10	7	4	2	0	0	0	2653693	2653693	2618634	2402294	1932126	1372866	0	0	0	11	2653693	162889	2	5	0	o__Clostridiales (UID1212)	172	261	147	4	257	0	0	0	0
D01-NF-R1	bin.62_sub	29.11	1) low quality	29.11	0	0	Blautia obeum	species	1	Blautia obeum	species	1	863037	1.35	2.01	3	863037	1276	31	3	3	3	TRUE	FALSE	FALSE	FALSE	3	3	3	2	1	0	0	0	1350173	1350173	1350173	1350173	1174821	863037	0	0	0	3	1350173	311784	1	2	0	o__Clostridiales (UID1226)	155	278	158	181	97	0	0	0	0
D01-NF-R1	bin.71	40.94	1) low quality	40.94	0	0	Dorea longicatena DSM 13814	strain	0.899	Dorea longicatena DSM 13814	strain	0.899	241221	1.49	1.76	8	384418	1397	41	3	3	2	TRUE	FALSE	FALSE	FALSE	8	7	6	2	0	0	0	0	1491573	1491573	1461314	1388743	709673	0	0	0	0	8	1491573	168485	3	4	0	f__Lachnospiraceae (UID1256)	33	333	171	183	150	0	0	0	0
D01-NF-R1	bin.9	60.67	2) medium quality	60.67	0	0	Bacteria	superkingdom	0.984	Acholeplasmatales bacterium	species	0.619	22012	0.88	0.57	52	66027	898	17	0	0	0	TRUE	TRUE	FALSE	FALSE	33	1	0	0	0	0	0	0	878716	772556	66027	0	0	0	0	0	0	52	878716	16287	14	25	0	k__Bacteria (UID2328)	3167	126	75	33	93	0	0	0	0
D01-NF-R1	bin.91	46.19	2) medium quality	82.59	7.28	13.79	Roseburia intestinalis L1-82	strain	0.855	Roseburia intestinalis L1-82	strain	0.855	48765	3	0.96	92	95908	3063	60	4	4	2	TRUE	TRUE	FALSE	FALSE	75	20	0	0	0	0	0	0	2996179	2898165	1426604	0	0	0	0	0	0	92	2996179	27294	22	41	0	f__Lachnospiraceae (UID1286)	57	420	207	75	318	26	1	0	0
D01-NF-R1	bin.98	51.98	2) medium quality	51.98	0	0	Eggerthella lenta 1_1_60AFAA	strain	0.724	Eggerthella lenta 1_1_60AFAA	strain	0.724	62000	2.15	0.22	45	163817	1948	44	2	2	2	TRUE	TRUE	FALSE	FALSE	42	18	3	0	0	0	0	0	2148515	2126651	1456616	433238	0	0	0	0	0	45	2148515	39902	12	22	0	p__Actinobacteria (UID2112)	31	211	124	93	118	0	0	0	0
D01-NF-R1	maxbin.002	99.04	4) high quality Bowers	99.04	0	0	Parabacteroides distasonis CL09T03C24	strain	0.937	Parabacteroides distasonis CL09T03C24	strain	0.937	2979812	5.27	12.76	5	2979812	4438	81	7	7	7	TRUE	TRUE	TRUE	TRUE	4	4	4	4	2	2	1	0	5268449	5261547	5261547	5261547	5261547	4491014	4491014	2979812	0	5	5268449	1511202	1	2	0	o__Bacteroidales (UID2621)	198	427	260	3	424	0	0	0	0
D01-NF-R1	maxbin.005	98.63	4) high quality Bowers	98.63	0	0	Ruminococcus sp.	species	0.999	Ruminococcus sp.	species	0.999	3153094	3.16	8.99	3	3153094	2918	55	4	4	4	TRUE	TRUE	TRUE	TRUE	1	1	1	1	1	1	1	1	3156916	3153094	3153094	3153094	3153094	3153094	3153094	3153094	3153094	3	3156916	3153094	1	1	0	o__Clostridiales (UID1212)	172	260	146	3	257	0	0	0	0
D01-NF-R1	maxbin.006	96.4	4) high quality Bowers	98.8	0.48	0	Alistipes onderdonkii	species	0.994	Alistipes onderdonkii WAL 8169 = DSM 19147	strain	0.501	1415993	3.5	11.21	5	1729374	2979	47	2	2	2	TRUE	TRUE	TRUE	TRUE	5	3	3	3	2	2	0	0	3503785	3503785	3434267	3434267	3434267	3145367	3145367	0	0	5	3503785	1415993	2	2	0	p__Bacteroidetes (UID2605)	350	314	208	3	310	1	0	0	0
D01-NF-R1	maxbin.007	94.28	3) high quality Nayfach	99.33	1.01	0	Ruminococcus sp.	species	0.994	Ruminococcus sp.	species	0.994	2256933	2.27	3.6	3	2256933	2085	55	3	3	3	TRUE	TRUE	FALSE	TRUE	1	1	1	1	1	1	1	0	2269769	2256933	2256933	2256933	2256933	2256933	2256933	2256933	0	3	2269769	2256933	1	1	0	o__Clostridiales (UID1212)	172	263	149	1	260	2	0	0	0
D01-NF-R1	maxbin.011	94.72	4) high quality Bowers	99.52	0.96	0	Alistipes putredinis	species	0.966	Alistipes putredinis	species	0.966	2528920	2.62	8.28	6	2528920	2365	50	2	2	2	TRUE	TRUE	TRUE	TRUE	4	1	1	1	1	1	1	0	2616991	2606937	2528920	2528920	2528920	2528920	2528920	2528920	0	6	2616991	2528920	1	1	0	p__Bacteroidetes (UID2605)	350	314	208	1	311	2	0	0	0
D01-NF-R1	maxbin.013	92.31	4) high quality Bowers	98.51	1.24	0	Bacteroides cellulosilyticus CL02T12C19	strain	0.98	Bacteroides cellulosilyticus CL02T12C19	strain	0.98	2384067	7.13	6.65	18	3273407	5720	66	4	4	4	TRUE	TRUE	TRUE	TRUE	9	6	5	5	3	2	2	1	7127840	7098069	6991631	6939555	6939555	6355326	5657474	5657474	3273407	18	7127840	2384067	2	2	0	o__Bacteroidales (UID2657)	160	490	268	4	481	4	1	0	0
D01-NF-R1	maxbin.015	97.56	3) high quality Nayfach	97.96	0.08	33.33	Akkermansia muciniphila	species	0.996	Akkermansia muciniphila	species	0.996	2852021	2.86	2.44	3	2852021	2373	54	3	3	3	TRUE	TRUE	FALSE	TRUE	1	1	1	1	1	1	1	0	2862669	2852021	2852021	2852021	2852021	2852021	2852021	2852021	0	3	2862669	2852021	1	1	0	k__Bacteria (UID2982)	88	229	147	3	225	0	1	0	0
D01-NF-R1	maxbin.018_sub	64.12	2) medium quality	77.52	2.68	88.89	Anaerostipes hadrus	species	0.717	Anaerostipes hadrus	species	0.717	152188	2.93	2.06	39	325966	2763	66	3	3	3	TRUE	TRUE	FALSE	FALSE	30	18	12	1	0	0	0	0	2931783	2893673	2528468	2117233	325966	0	0	0	0	39	2931783	79397	8	14	0	o__Clostridiales (UID1212)	172	263	149	47	207	9	0	0	0
D01-NF-R1	maxbin.022	90.2	3) high quality Nayfach	98.1	1.58	0	Dialister invisus CAG:218	species	0.812	Dialister invisus CAG:218	species	0.812	1438069	2.25	2.17	22	1438069	2196	54	4	4	4	TRUE	TRUE	FALSE	TRUE	14	4	3	2	1	1	0	0	2252254	2218204	1998780	1935710	1829216	1438069	1438069	0	0	22	2252254	391147	1	2	0	p__Firmicutes (UID1022)	100	295	158	3	288	4	0	0	0
D01-NF-R1	maxbin.025_sub	16.2	1) low quality	16.2	0	0	Bacteria	superkingdom	0.68	Anaerostipes hadrus	species	0.202	43432	1.62	1.96	90	196308	1752	90	10	10	10	TRUE	FALSE	FALSE	FALSE	37	7	3	0	0	0	0	0	1617705	1396149	710344	431599	0	0	0	0	0	90	1617705	18101	10	25	0	o__Clostridiales (UID1120)	304	249	142	173	76	0	0	0	0
D01-NF-R1	maxbin.026	77.39	3) high quality Nayfach	94.19	3.36	78.57	Streptococcus salivarius	species	0.861	Streptococcus salivarius 57.I	strain	0.555	129291	2.18	1.51	38	243701	2260	57	4	4	4	TRUE	TRUE	FALSE	TRUE	25	16	10	0	0	0	0	0	2179991	2140801	1937082	1516535	0	0	0	0	0	38	2179991	77345	7	12	0	g__Streptococcus (UID684)	26	668	229	36	618	14	0	0	0
D01-NF-R1	maxbin.028	97.7	2) medium quality	100	0.46	0	Bifidobacterium longum subsp. infantis 157F	strain	0.974	Bifidobacterium longum subsp. infantis 157F	strain	0.974	2474864	2.54	0.61	4	2474864	2077	58	4	4	0	TRUE	TRUE	FALSE	FALSE	3	1	1	1	1	1	1	0	2539914	2530795	2474864	2474864	2474864	2474864	2474864	2474864	0	4	2539914	2474864	1	1	0	f__Bifidobacteriaceae (UID1462)	65	476	217	0	474	2	0	0	0
D01-NF-R1	maxbin.029	-7.24	0) really bad	94.71	20.39	19.13	Eubacteriales	order	0.743	uncultured Clostridium sp.	species	0.61	92962	3.86	1.76	81	237859	3707	63	8	10	5	FALSE	FALSE	FALSE	FALSE	64	24	12	0	0	0	0	0	3855037	3775099	2697596	1831833	0	0	0	0	0	81	3855037	41508	14	29	0	f__Lachnospiraceae (UID1286)	57	420	207	17	321	67	14	1	0
D01-NF-R1	maxbin.064_sub	38.56	2) medium quality	53.06	2.9	0	Coriobacteriia bacterium	species	0.774	Coriobacteriia bacterium	species	0.774	26014	1.27	0.15	115	55949	1339	22	1	1	0	TRUE	TRUE	FALSE	FALSE	35	3	0	0	0	0	0	0	1267549	992455	159959	0	0	0	0	0	0	115	1267549	11919	16	32	0	p__Actinobacteria (UID2112)	31	211	124	100	104	7	0	0	0
D01-NF-R1	unbinned	-7243.9	0) really bad	100	1468.78	10.31	Bacteria	superkingdom	0.66	Bacteroides xylanisolvens SD CC 2a	strain	0.059	38458	86.57	3.03	5085	1487501	0	1320	80	92	84	FALSE	FALSE	FALSE	FALSE	2071	280	97	22	3	1	0	0	86571214	74934416	32710367	20229571	8836578	2674745	1487501	0	0	5085	86571214	18004	522	1341	0	root (UID1)	5656	56	24	0	0	0	0	0	56
D02-NF-R2	106_sub	88.78	3) high quality Nayfach	99.03	2.05	0	Roseburia intestinalis L1-82	strain	0.985	Roseburia intestinalis L1-82	strain	0.985	4205942	4.27	3.56	3	4205942	3987	76	6	6	2	TRUE	TRUE	FALSE	TRUE	3	1	1	1	1	1	1	1	4271046	4271046	4205942	4205942	4205942	4205942	4205942	4205942	4205942	3	4271046	4205942	1	1	0	f__Lachnospiraceae (UID1286)	57	420	207	2	409	9	0	0	0
D02-NF-R2	108	38.95	0) really bad	98	11.81	89.29	Proteobacteria	phylum	0.891	Sutterellaceae bacterium	species	0.502	124540	2.7	1.11	54	431910	2725	72	6	6	7	FALSE	FALSE	FALSE	FALSE	35	16	8	1	0	0	0	0	2703058	2624000	2139210	1513095	431910	0	0	0	0	54	2703058	72822	7	15	0	p__Proteobacteria (UID3887)	1487	255	158	5	222	28	0	0	0
D02-NF-R2	111_sub	37.49	2) medium quality	67.69	6.04	5.88	Eubacteriales	order	0.877	uncultured Eubacteriales bacterium	species	0.573	63972	2.12	1.18	64	127974	2247	57	2	3	3	TRUE	TRUE	FALSE	FALSE	41	19	3	0	0	0	0	0	2115895	2000883	1471343	372758	0	0	0	0	0	64	2115895	39238	12	22	0	o__Clostridiales (UID1212)	172	263	149	80	166	17	0	0	0
D02-NF-R2	115	38.78	1) low quality	38.78	0	0	Gemmiger formicilis	species	0.952	Gemmiger formicilis	species	0.952	1263039	1.69	3.47	6	1263039	1461	29	4	4	4	TRUE	FALSE	FALSE	FALSE	5	5	2	1	1	1	0	0	1688421	1687091	1687091	1439039	1263039	1263039	1263039	0	0	6	1688421	176000	1	2	0	o__Clostridiales (UID1212)	172	261	147	134	127	0	0	0	0
