Sample	Bin	bin.quality.numeric	bin.quality.call	Completeness	Contamination	Strain.heterogeneity	lca_species	lca_level	lca_fraction	best_species	best_level	best_fraction	N50	Size.Mb	Coverage	# contigs (>= 0 bp)	Largest contig	Genes	tRNA	rna.16S	rna.23S	rna.5S	low.quality	med.quality	high.quality.nayfach	high.quality.bowers	# contigs (>= 10000 bp)	# contigs (>= 50000 bp)	# contigs (>= 100000 bp)	# contigs (>= 250000 bp)	# contigs (>= 500000 bp)	# contigs (>= 1000000 bp)	# contigs (>= 2000000 bp)	# contigs (>= 3000000 bp)	Total length (>= 0 bp)	Total length (>= 10000 bp)	Total length (>= 50000 bp)	Total length (>= 100000 bp)	Total length (>= 250000 bp)	Total length (>= 500000 bp)	Total length (>= 1000000 bp)	Total length (>= 2000000 bp)	Total length (>= 3000000 bp)	# contigs	Total length	N75	L50	L75	# N's per 100 kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.
D01-NF-R1	34	71.55	2) medium quality	91.7	4.03	28.57	Firmicutes	phylum	0.669	Clostridiales bacterium	species	0.254	6279	2.45	6.73	493	38787	2033	28	0	0	0	TRUE	TRUE	FALSE	FALSE	49	0	0	0	0	0	0	0	2448270	741226	0	0	0	0	0	0	0	493	2448270	3767	111	237	0	o__Clostridiales (UID1212)	172	263	149	22	234	7	0	0	0
D01-NF-R1	36_sub	85.45	3) high quality Nayfach	98.1	2.53	0	Bacteria	superkingdom	0.719	Dialister invisus CAG:218	species	0.376	66406	2.66	41.26	97	232040	2620	54	0	0	0	TRUE	TRUE	TRUE	FALSE	51	16	5	0	0	0	0	0	2663599	2423666	1593459	835530	0	0	0	0	0	97	2663599	27849	12	27	0	p__Firmicutes (UID1022)	100	295	158	3	289	2	0	0	1
D01-NF-R1	44	99.09	3) high quality Nayfach	99.09	0	0	Alistipes sp. AF17-16	species	0.976	Alistipes sp. AF17-16	species	0.976	17743	2.75	8.34	225	76894	2262	33	0	0	2	TRUE	TRUE	TRUE	FALSE	100	3	0	0	0	0	0	0	2750361	2129089	190187	0	0	0	0	0	0	225	2750361	10494	45	94	0	p__Bacteroidetes (UID2605)	350	314	208	9	305	0	0	0	0
D01-NF-R1	55	98.59	3) high quality Nayfach	99.19	0.12	0	CLASSIFICATION ERROR	CLASSIFICATION ERROR	0.709	Unclassified	Unclassified	0.709	173196	1.89	34.72	18	348637	1613	46	0	0	0	TRUE	TRUE	TRUE	FALSE	15	10	7	2	0	0	0	0	1885366	1868588	1705668	1451354	658903	0	0	0	0	18	1885366	108373	4	7	0	p__Actinobacteria (UID2112)	31	211	124	1	209	1	0	0	0
D01-NF-R1	64	92.6	3) high quality Nayfach	98.95	1.27	50	Lachnospiraceae	family	0.727	Fusicatenibacter saccharivorans	species	0.205	113274	3.09	111.47	43	365457	2700	43	0	0	0	TRUE	TRUE	TRUE	FALSE	35	21	12	1	0	0	0	0	3089269	3044363	2584928	1939307	365457	0	0	0	0	43	3089269	72887	9	17	0	o__Clostridiales (UID1226)	155	278	158	3	273	2	0	0	0
D01-NF-R1	65_sub	79.55	3) high quality Nayfach	92.95	2.68	100	Clostridiales bacterium UBA7739	species	0.979	Clostridiales bacterium UBA7739	species	0.979	155207	2.22	89.71	24	283696	2056	44	0	0	1	TRUE	TRUE	TRUE	FALSE	20	17	7	1	0	0	0	0	2219168	2198296	2096819	1286910	283696	0	0	0	0	24	2219168	84171	6	12	0	o__Clostridiales (UID1212)	172	263	149	14	245	4	0	0	0
D01-NF-R1	69	42.92	2) medium quality	62.17	3.85	14.29	Desulfovibrio sp. AM18-2	species	0.966	Desulfovibrio sp. AM18-2	species	0.966	1938	1.6	4.5	867	7279	1466	16	0	0	1	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0	1597344	0	0	0	0	0	0	0	0	867	1597344	1401	286	530	0	c__Deltaproteobacteria (UID3218)	61	284	169	113	164	7	0	0	0
D01-NF-R1	73	96.37	3) high quality Nayfach	97.72	0.27	0	Eubacteriales	order	0.72	uncultured Eubacteriales bacterium	species	0.639	35686	2.86	11.46	127	98352	2556	44	0	0	0	TRUE	TRUE	TRUE	FALSE	81	13	0	0	0	0	0	0	2861061	2598229	854927	0	0	0	0	0	0	127	2861061	22154	27	52	0	c__Clostridia (UID1118)	387	223	124	4	218	1	0	0	0
D01-NF-R1	79_sub	77.38	2) medium quality	82.68	1.06	100	Romboutsia timonensis	species	0.832	Romboutsia timonensis	species	0.832	6924	2.23	6.9	365	47371	2116	17	0	0	4	TRUE	TRUE	FALSE	FALSE	42	0	0	0	0	0	0	0	2227391	693131	0	0	0	0	0	0	0	365	2227391	4419	94	194	0	o__Clostridiales (UID1120)	304	249	142	46	201	2	0	0	0
D01-NF-R1	80	90.55	3) high quality Nayfach	97.25	1.34	50	Clostridium sp. AF36-4	species	0.688	Clostridium sp. AF36-4	species	0.688	21418	2.47	9.24	169	66915	2224	22	0	0	0	TRUE	TRUE	TRUE	FALSE	92	6	0	0	0	0	0	0	2473055	2053532	340938	0	0	0	0	0	0	169	2473055	12308	36	75	0	o__Clostridiales (UID1212)	172	263	149	8	253	2	0	0	0
D01-NF-R1	96	80.81	2) medium quality	84.16	0.67	100	Oscillospiraceae bacterium	species	0.686	Unclassified	Unclassified	0.53	15636	1.78	9.81	179	55469	1648	33	0	0	2	TRUE	TRUE	FALSE	FALSE	63	1	0	0	0	0	0	0	1775185	1210880	55469	0	0	0	0	0	0	179	1775185	8634	37	76	0	o__Clostridiales (UID1212)	172	263	149	33	229	1	0	0	0
D01-NF-R1	97	84.71	2) medium quality	87.91	0.64	50	Alistipes	genus	0.98	Alistipes sp. 56_11	species	0.559	5030	1.99	6.21	499	20120	1762	27	0	0	0	TRUE	TRUE	FALSE	FALSE	22	0	0	0	0	0	0	0	1992249	289423	0	0	0	0	0	0	0	499	1992249	3151	125	250	0	p__Bacteroidetes (UID2605)	350	314	208	45	267	2	0	0	0
D01-NF-R1	bin.109_sub	91.5	3) high quality Nayfach	98.65	1.43	16.67	Bacteroides	genus	0.735	Bacteroides cellulosilyticus CL02T12C19	strain	0.609	97781	6.48	56.1	113	273806	5030	48	0	0	0	TRUE	TRUE	TRUE	FALSE	97	48	19	1	0	0	0	0	6479296	6377522	4908314	2933852	273806	0	0	0	0	113	6479296	51058	23	48	0	o__Bacteroidales (UID2657)	160	490	268	21	463	6	0	0	0
D01-NF-R1	bin.121_sub	72.6	2) medium quality	89.6	3.4	25	Clostridiales bacterium UBA5901	species	0.83	Unclassified	Unclassified	0.644	18413	2.4	9.71	173	75797	2170	29	0	0	2	TRUE	TRUE	FALSE	FALSE	95	3	0	0	0	0	0	0	2402386	1914307	199960	0	0	0	0	0	0	173	2402386	10938	42	85	0	o__Clostridiales (UID1212)	172	263	149	44	211	8	0	0	0
D01-NF-R1	bin.21_sub	85.51	3) high quality Nayfach	93.96	1.69	0	Roseburia	genus	0.76	Roseburia faecis	species	0.625	98825	2.9	67.14	42	271162	2785	46	0	0	0	TRUE	TRUE	TRUE	FALSE	36	20	8	2	0	0	0	0	2895112	2855571	2367093	1422077	528452	0	0	0	0	42	2895112	68519	9	17	0	f__Lachnospiraceae (UID1286)	57	420	207	31	384	5	0	0	0
D01-NF-R1	bin.26	98.73	3) high quality Nayfach	98.73	0	0	Proteobacteria bacterium CAG:139	species	0.695	Proteobacteria bacterium CAG:139	species	0.695	29323	2.22	11.28	114	130610	2054	50	0	0	0	TRUE	TRUE	TRUE	FALSE	73	6	2	0	0	0	0	0	2218077	1988356	491607	250510	0	0	0	0	0	114	2218077	15922	22	48	0	p__Proteobacteria (UID3887)	1487	255	158	2	253	0	0	0	0
D01-NF-R1	bin.30	91.86	3) high quality Nayfach	99.01	1.43	50	Clostridium sp. 1_1_41A1FAA	species	0.757	Clostridium sp. 1_1_41A1FAA	species	0.757	58875	2.82	11.8	87	176239	2558	7	0	0	1	TRUE	TRUE	TRUE	FALSE	61	19	5	0	0	0	0	0	2815230	2649801	1655088	709294	0	0	0	0	0	87	2815230	30877	15	32	0	o__Clostridiales (UID1120)	304	249	142	6	239	4	0	0	0
D01-NF-R1	bin.37	83.04	2) medium quality	86.39	0.67	0	Eubacterium sp.	species	0.813	Eubacterium sp.	species	0.813	19910	2.33	9.4	170	85420	2032	27	0	0	0	TRUE	TRUE	FALSE	FALSE	82	4	0	0	0	0	0	0	2330672	1834636	256610	0	0	0	0	0	0	170	2330672	11283	33	74	0	o__Clostridiales (UID1212)	172	263	149	51	210	2	0	0	0
D01-NF-R1	bin.49	86.25	3) high quality Nayfach	96.3	2.01	0	Firmicutes bacterium CAG:137	species	0.772	Firmicutes bacterium CAG:137	species	0.772	54458	2.56	12.45	68	180355	2092	32	0	0	0	TRUE	TRUE	TRUE	FALSE	57	17	4	0	0	0	0	0	2561368	2484483	1392693	534003	0	0	0	0	0	68	2561368	33784	15	30	0	o__Clostridiales (UID1212)	172	263	149	8	252	3	0	0	0
D01-NF-R1	bin.61	93.84	3) high quality Nayfach	93.84	0	0	Ruminococcus	genus	0.893	Ruminococcus sp.	species	0.565	105566	2.39	86.81	34	200813	2189	32	0	0	0	TRUE	TRUE	TRUE	FALSE	32	18	11	0	0	0	0	0	2392178	2378830	1950877	1428845	0	0	0	0	0	34	2392178	64096	9	16	0	o__Clostridiales (UID1212)	172	260	146	12	248	0	0	0	0
D01-NF-R1	bin.68_sub	84.62	3) high quality Nayfach	90.72	1.22	0	uncultured Ruminococcus sp.	species	0.959	uncultured Ruminococcus sp.	species	0.959	29243	2.47	12.72	111	107591	2016	17	0	0	0	TRUE	TRUE	TRUE	FALSE	79	9	2	0	0	0	0	0	2473259	2268289	675401	210227	0	0	0	0	0	111	2473259	18947	24	50	0	o__Clostridiales (UID1226)	155	278	158	40	233	5	0	0	0
D01-NF-R1	bin.7	90.84	3) high quality Nayfach	94.89	0.81	100	Eggerthella lenta	species	0.797	Eggerthella lenta 1_1_60AFAA	strain	0.414	25560	2.96	15.61	151	99856	2527	48	0	0	0	TRUE	TRUE	TRUE	FALSE	106	10	0	0	0	0	0	0	2958607	2708589	690989	0	0	0	0	0	0	151	2958607	16756	34	69	0	p__Actinobacteria (UID2112)	31	211	124	11	199	1	0	0	0
D01-NF-R1	bin.72	71.93	2) medium quality	81.58	1.93	0	Clostridiaceae	family	0.864	uncultured Clostridium sp.	species	0.625	14245	2.08	19.39	212	61812	1823	18	0	0	0	TRUE	TRUE	FALSE	FALSE	67	2	0	0	0	0	0	0	2084333	1288798	114363	0	0	0	0	0	0	212	2084333	6854	47	101	0	f__Lachnospiraceae (UID1286)	57	420	207	89	327	4	0	0	0
D01-NF-R1	bin.73	15.11	1) low quality	15.11	0	0	Streptococcus salivarius	species	0.778	Streptococcus salivarius	species	0.66	6733	0.26	30.51	43	14583	243	6	0	0	0	TRUE	FALSE	FALSE	FALSE	6	0	0	0	0	0	0	0	255719	72423	0	0	0	0	0	0	0	43	255719	4384	13	25	0	g__Streptococcus (UID684)	26	668	229	515	153	0	0	0	0
D01-NF-R1	bin.77	84.56	2) medium quality	84.56	0	0	uncultured Ruminococcus sp.	species	0.906	uncultured Ruminococcus sp.	species	0.906	130382	2.1	25.86	42	274545	2031	33	0	0	0	TRUE	TRUE	FALSE	FALSE	30	12	7	1	0	0	0	0	2095984	2022235	1617222	1269778	274545	0	0	0	0	42	2095984	50440	6	12	0	o__Clostridiales (UID1212)	172	263	149	39	224	0	0	0	0
D01-NF-R1	bin.8	97.39	3) high quality Nayfach	98.39	0.2	0	Adlercreutzia caecimuris B7	strain	1	Unclassified	Unclassified	0.644	70277	2.48	18.81	58	150978	2062	46	0	0	0	TRUE	TRUE	TRUE	FALSE	47	21	4	0	0	0	0	0	2478176	2410657	1666104	477283	0	0	0	0	0	58	2478176	39613	14	26	0	p__Actinobacteria (UID2112)	31	211	124	2	208	1	0	0	0
D01-NF-R1	maxbin.002_sub	91.35	3) high quality Nayfach	95.6	0.85	50	Faecalibacterium prausnitzii SL3/3	strain	0.881	Faecalibacterium prausnitzii SL3/3	strain	0.881	59534	2.48	212.85	108	176369	2266	51	1	1	0	TRUE	TRUE	TRUE	FALSE	47	20	3	0	0	0	0	0	2476719	2287814	1521583	381816	0	0	0	0	0	108	2476719	37758	15	28	0	o__Clostridiales (UID1212)	172	261	147	26	233	2	0	0	0
D01-NF-R1	maxbin.003_sub	91.46	2) medium quality	94.61	0.63	100	Eubacteriales	order	0.696	Blautia wexlerae	species	0.213	8910	3.15	152.78	561	50503	2615	28	0	0	0	TRUE	TRUE	FALSE	FALSE	81	1	0	0	0	0	0	0	3154177	1486337	50503	0	0	0	0	0	0	561	3154177	4491	91	215	0	o__Clostridiales (UID1226)	155	278	158	14	263	1	0	0	0
D01-NF-R1	maxbin.004	94.28	3) high quality Nayfach	99.33	1.01	0	Ruminococcus sp.	species	0.838	Ruminococcus sp.	species	0.838	267235	2.23	128.89	55	543261	2058	45	0	1	2	TRUE	TRUE	TRUE	FALSE	15	8	6	3	1	0	0	0	2228893	2119774	1907292	1741745	1127950	543261	0	0	0	55	2228893	151013	3	6	0	o__Clostridiales (UID1212)	172	263	149	1	260	2	0	0	0
D01-NF-R1	maxbin.006_sub	96.88	3) high quality Nayfach	99.28	0.48	0	Alistipes onderdonkii	species	0.904	Alistipes onderdonkii WAL 8169 = DSM 19147	strain	0.639	141295	3.25	111.61	50	443112	2697	43	0	0	0	TRUE	TRUE	TRUE	FALSE	31	20	13	2	0	0	0	0	3250664	3187788	2852763	2342589	817539	0	0	0	0	50	3250664	98664	7	14	0	p__Bacteroidetes (UID2605)	350	314	208	2	311	1	0	0	0
D01-NF-R1	maxbin.007_sub	91.95	3) high quality Nayfach	97.05	1.02	0	Oscillospiraceae bacterium	species	0.918	Oscillospiraceae bacterium	species	0.918	20897	2.78	110.87	223	109399	2491	43	0	0	0	TRUE	TRUE	TRUE	FALSE	95	4	1	0	0	0	0	0	2784521	2216852	285978	109399	0	0	0	0	0	223	2784521	11690	41	84	0	o__Clostridiales (UID1212)	172	261	147	5	254	2	0	0	0
D01-NF-R1	maxbin.010_sub	97.76	3) high quality Nayfach	97.96	0.04	0	Akkermansia muciniphila	species	0.987	Akkermansia muciniphila	species	0.987	318899	2.8	91.51	26	690940	2390	48	0	0	0	TRUE	TRUE	TRUE	FALSE	13	12	7	4	2	0	0	0	2804136	2747922	2730863	2341658	1838870	1226524	0	0	0	26	2804136	181943	3	6	0	k__Bacteria (UID2982)	88	229	147	3	225	1	0	0	0
D01-NF-R1	maxbin.014	92.32	4) high quality Bowers	99.52	1.44	33.33	Alistipes putredinis	species	0.889	Alistipes putredinis	species	0.889	123958	2.55	74.01	50	342244	2282	50	3	4	2	TRUE	TRUE	TRUE	TRUE	35	16	10	1	0	0	0	0	2550950	2498325	2043248	1620348	342244	0	0	0	0	50	2550950	68421	7	14	0	p__Bacteroidetes (UID2605)	350	314	208	1	310	3	0	0	0
D01-NF-R1	maxbin.019	100	3) high quality Nayfach	100	0	0	Bifidobacterium longum	species	0.679	Bifidobacterium longum DJO10A	strain	0.156	63843	2.39	52.38	66	220536	1947	54	0	1	1	TRUE	TRUE	TRUE	FALSE	49	15	3	0	0	0	0	0	2393927	2316842	1454471	616284	0	0	0	0	0	66	2393927	33018	11	24	0	f__Bifidobacteriaceae (UID1462)	65	476	217	0	476	0	0	0	0
D01-NF-R1	maxbin.021	91.72	3) high quality Nayfach	97.32	1.12	0	Oscillospiraceae bacterium	species	0.935	Oscillospiraceae bacterium	species	0.935	192287	2.05	44.96	33	456817	1873	44	0	0	1	TRUE	TRUE	TRUE	FALSE	16	11	8	1	0	0	0	0	2045525	1995878	1890723	1646660	456817	0	0	0	0	33	2045525	117938	4	8	0	o__Clostridiales (UID1212)	172	263	149	4	256	3	0	0	0
D01-NF-R1	maxbin.027_sub	52.71	2) medium quality	85.96	6.65	22.22	Dorea longicatena DSM 13814	strain	0.686	Dorea longicatena DSM 13814	strain	0.686	58220	2.58	38.01	134	161669	2367	36	0	0	0	TRUE	TRUE	FALSE	FALSE	50	16	3	0	0	0	0	0	2575486	2321173	1394007	377904	0	0	0	0	0	134	2575486	32712	15	30	0	f__Lachnospiraceae (UID1256)	33	333	171	52	254	27	0	0	0
D01-NF-R1	maxbin.029	-95.23	0) really bad	80.22	35.09	54.55	Eubacteriales	order	0.795	uncultured Blautia sp.	species	0.336	9043	4.15	34.01	733	62381	3403	20	0	0	0	FALSE	FALSE	FALSE	FALSE	98	2	0	0	0	0	0	0	4148358	1877600	119393	0	0	0	0	0	0	733	4148358	4471	119	285	0	k__Bacteria (UID203)	5449	103	57	16	56	30	1	0	0
D01-NF-R1	maxbin.033_sub	51.44	2) medium quality	74.94	4.7	12.5	Eubacteriales	order	0.677	Anaerobutyricum hallii	species	0.441	15246	3.8	24.07	532	82855	3442	28	0	0	0	TRUE	TRUE	FALSE	FALSE	119	3	0	0	0	0	0	0	3798059	2451701	201666	0	0	0	0	0	0	532	3798059	6239	75	170	0	o__Clostridiales (UID1212)	172	263	149	64	193	5	1	0	0
D01-NF-R1	maxbin.037	78.25	3) high quality Nayfach	94.05	3.16	11.11	Lachnospiraceae	family	0.865	uncultured Lachnospira sp.	species	0.615	24820	3.23	19.52	246	78741	2653	35	0	0	0	TRUE	TRUE	TRUE	FALSE	106	3	0	0	0	0	0	0	3232120	2724647	207290	0	0	0	0	0	0	246	3232120	15292	42	82	0	o__Clostridiales (UID1226)	155	278	158	25	244	9	0	0	0
D01-NF-R1	maxbin.080_sub	32.22	0) really bad	90.62	11.68	0	Clostridiales bacterium	species	0.887	Clostridiales bacterium	species	0.887	4152	2.74	6.27	869	17841	2359	18	0	0	0	FALSE	FALSE	FALSE	FALSE	18	0	0	0	0	0	0	0	2744488	226340	0	0	0	0	0	0	0	869	2744488	2425	206	424	0	o__Clostridiales (UID1120)	304	250	143	21	202	27	0	0	0
D01-NF-R1	unbinned	-12542.9	0) really bad	100	2528.58	6.48	Bacteria	superkingdom	0.661	Unclassified	Unclassified	0.048	4297	135.17	33.23	44495	283747	0	1026	16	46	21	FALSE	FALSE	FALSE	FALSE	1856	180	40	2	0	0	0	0	135171876	47367420	15234987	5790174	537478	0	0	0	0	44495	135171876	1766	5103	18339	0	root (UID1)	5656	56	24	0	0	0	0	0	56
D02-NF-R2	105_sub	-16.34	0) really bad	96.41	22.55	45.1	Faecalibacterium prausnitzii	species	0.693	Faecalibacterium prausnitzii L2-6	strain	0.548	19949	4.38	35.46	334	105071	4191	63	0	0	0	FALSE	FALSE	FALSE	FALSE	123	12	2	0	0	0	0	0	4376972	3154424	911470	208306	0	0	0	0	0	334	4376972	8934	53	137	0	o__Clostridiales (UID1212)	172	261	147	26	188	45	2	0	0
D02-NF-R2	106	92.62	3) high quality Nayfach	92.62	0	0	Clostridiales bacterium UBA7739	species	0.932	Clostridiales bacterium UBA7739	species	0.932	146370	2.16	39.37	28	264705	1977	46	0	0	2	TRUE	TRUE	TRUE	FALSE	24	12	9	1	0	0	0	0	2160172	2143304	1805084	1537657	264705	0	0	0	0	28	2160172	94269	6	10	0	o__Clostridiales (UID1212)	172	263	149	14	249	0	0	0	0
D02-NF-R2	115_sub	49.72	2) medium quality	57.77	1.61	50	Eggerthellales bacterium	species	0.931	Unclassified	Unclassified	0.556	1867	1.01	4.22	556	6635	1111	15	0	0	0	TRUE	TRUE	FALSE	FALSE	0	0	0	0	0	0	0	0	1007721	0	0	0	0	0	0	0	0	556	1007721	1405	189	344	0	p__Actinobacteria (UID2112)	31	211	124	84	125	2	0	0	0
D02-NF-R2	119_sub	99.2	3) high quality Nayfach	99.2	0	0	Eubacterium sp. CAG:38	species	0.997	Eubacterium sp. CAG:38	species	0.997	59707	2.85	13.42	80	220174	2544	29	0	0	0	TRUE	TRUE	TRUE	FALSE	59	17	5	0	0	0	0	0	2847373	2718181	1592245	778754	0	0	0	0	0	80	2847373	34664	14	31	0	o__Clostridiales (UID1212)	172	263	149	8	255	0	0	0	0
D02-NF-R2	25_sub	89.95	2) medium quality	89.95	0	0	uncultured Ruminococcus sp.	species	0.962	uncultured Ruminococcus sp.	species	0.962	21851	2.33	10.75	145	143810	1935	22	0	0	0	TRUE	TRUE	FALSE	FALSE	85	4	1	0	0	0	0	0	2334536	1976420	344891	143810	0	0	0	0	0	145	2334536	13951	32	66	0	o__Clostridiales (UID1226)	155	278	158	52	226	0	0	0	0
D02-NF-R2	33_sub	88.77	3) high quality Nayfach	99.52	2.15	33.33	Firmicutes	phylum	0.746	Lachnospiraceae bacterium	species	0.498	78208	3.24	93.15	79	193782	2944	49	0	0	0	TRUE	TRUE	TRUE	FALSE	59	21	9	0	0	0	0	0	3240664	3131400	2098926	1238581	0	0	0	0	0	79	3240664	34615	14	29	0	f__Lachnospiraceae (UID1286)	57	420	207	1	413	6	0	0	0
D02-NF-R2	46	90.93	3) high quality Nayfach	99.33	1.68	66.67	uncultured Ruminococcus sp.	species	0.997	uncultured Ruminococcus sp.	species	0.997	89512	2.43	58.98	46	474707	2202	44	0	1	1	TRUE	TRUE	TRUE	FALSE	34	16	6	1	0	0	0	0	2430753	2391456	1876313	1170841	474707	0	0	0	0	46	2430753	61278	7	15	0	o__Clostridiales (UID1212)	172	263	149	1	259	3	0	0	0
D02-NF-R2	49	79.05	3) high quality Nayfach	98.3	3.85	9.09	Alistipes	genus	0.68	Alistipes shahii	species	0.36	28759	3.2	13.45	170	140523	2657	44	0	0	1	TRUE	TRUE	TRUE	FALSE	95	13	3	0	0	0	0	0	3197850	2824365	972941	352144	0	0	0	0	0	170	3197850	17454	31	65	0	p__Bacteroidetes (UID2605)	350	314	208	6	297	11	0	0	0
D02-NF-R2	50	73.01	2) medium quality	74.21	0.24	0	Eubacteriales	order	0.709	Clostridium sp. CAG:440	species	0.358	68437	1.27	14.02	42	148814	1225	27	0	0	0	TRUE	TRUE	FALSE	FALSE	24	8	3	0	0	0	0	0	1271204	1212278	779413	414920	0	0	0	0	0	42	1271204	40003	6	12	0	o__Clostridiales (UID1212)	172	263	149	53	208	2	0	0	0
