Sample	Bin	bin.quality.numeric	bin.quality.call	Completeness	Contamination	Strain.heterogeneity	lca_species	lca_level	lca_fraction	best_species	best_level	best_fraction	N50	Size.Mb	Coverage	# contigs (>= 0 bp)	Largest contig	Genes	tRNA	rna.16S	rna.23S	rna.5S	low.quality	med.quality	high.quality.nayfach	high.quality.bowers	# contigs (>= 10000 bp)	# contigs (>= 50000 bp)	# contigs (>= 100000 bp)	# contigs (>= 250000 bp)	# contigs (>= 500000 bp)	# contigs (>= 1000000 bp)	# contigs (>= 2000000 bp)	# contigs (>= 3000000 bp)	Total length (>= 0 bp)	Total length (>= 10000 bp)	Total length (>= 50000 bp)	Total length (>= 100000 bp)	Total length (>= 250000 bp)	Total length (>= 500000 bp)	Total length (>= 1000000 bp)	Total length (>= 2000000 bp)	Total length (>= 3000000 bp)	# contigs	Total length	N75	L50	L75	# N's per 100 kbp	Marker.lineage	X..genomes	X..markers	X..marker.sets	X0	X1	X2	X3	X4	X5.
D06-NF-R1	49	81.19	3) high quality Nayfach	97.99	3.36	16.67	Eubacterium sp. CAG:86	species	1	Eubacterium sp. CAG:86	species	1	118463	2.74	2.31	43	215854	2523	67	5	5	4	TRUE	TRUE	FALSE	TRUE	35	20	12	0	0	0	0	0	2737935	2700161	2278863	1690532	0	0	0	0	0	43	2737935	70003	9	17	0	o__Clostridiales (UID1212)	172	263	149	4	255	3	1	0	0
D06-NF-R1	52	96.64	3) high quality Nayfach	96.64	0	0	uncultured Eubacteriales bacterium	species	0.742	uncultured Eubacteriales bacterium	species	0.742	191955	3.42	0.44	33	468005	3013	52	4	4	4	TRUE	TRUE	FALSE	TRUE	26	19	14	2	0	0	0	0	3421611	3401998	3162276	2752815	743975	0	0	0	0	33	3421611	124834	7	13	0	c__Clostridia (UID1118)	387	223	124	9	214	0	0	0	0
D06-NF-R1	53	23.76	2) medium quality	64.21	8.09	90	Oscillibacter sp.	species	0.676	Oscillibacter sp.	species	0.676	99409	1.91	1.51	39	399770	1995	24	2	1	1	TRUE	TRUE	FALSE	FALSE	27	10	4	1	0	0	0	0	1911120	1826287	1358990	928626	399770	0	0	0	0	39	1911120	42804	5	12	0	o__Clostridiales (UID1212)	172	263	149	80	159	21	3	0	0
D06-NF-R1	55	95.97	3) high quality Nayfach	95.97	0	0	Lachnospiraceae bacterium	species	0.989	Lachnospiraceae bacterium	species	0.989	595850	3.08	1.03	8	1411768	2699	55	4	4	4	TRUE	TRUE	FALSE	TRUE	7	6	5	5	2	1	0	0	3079023	3073795	3046287	2948816	2948816	2007618	1411768	0	0	8	3079023	344158	2	3	0	o__Clostridiales (UID1212)	172	263	149	14	249	0	0	0	0
D06-NF-R1	57	94.19	2) medium quality	97.54	0.67	0	Eubacterium sp. CAG:274	species	1	Eubacterium sp. CAG:274	species	1	1606062	2.29	0.44	5	1606062	2085	50	3	3	0	TRUE	TRUE	FALSE	FALSE	4	3	3	3	1	1	0	0	2286589	2284588	2266084	2266084	2266084	1606062	1606062	0	0	5	2286589	366000	1	2	0	o__Clostridiales (UID1212)	172	263	149	6	256	1	0	0	0
D06-NF-R1	58_sub	85.93	3) high quality Nayfach	99.33	2.68	0	Anaerobutyricum hallii	species	0.999	Anaerobutyricum hallii	species	0.999	1093805	3.42	1.12	6	1384183	2983	73	9	9	9	TRUE	TRUE	FALSE	TRUE	5	5	5	4	3	2	0	0	3419230	3415473	3415473	3415473	3306520	3020700	2477988	0	0	6	3419230	542712	2	3	0	o__Clostridiales (UID1212)	172	263	149	1	254	8	0	0	0
D06-NF-R1	64	87	2) medium quality	98.1	2.22	0	uncultured Lachnospira sp.	species	0.996	uncultured Lachnospira sp.	species	0.996	2266000	3.73	0.64	9	2266000	3142	62	7	7	0	TRUE	TRUE	FALSE	FALSE	6	6	5	4	2	1	1	0	3731695	3715076	3715076	3635097	3534424	2874000	2266000	2266000	0	9	3731695	608000	1	2	0	o__Clostridiales (UID1226)	155	278	158	5	270	2	1	0	0
D06-NF-R1	65	100	3) high quality Nayfach	100	0	0	uncultured Ruminococcus sp.	species	1	uncultured Ruminococcus sp.	species	1	2708841	3.14	1.66	2	2708841	2664	55	4	4	4	TRUE	TRUE	FALSE	TRUE	2	2	2	2	1	1	1	0	3141075	3141075	3141075	3141075	3141075	2708841	2708841	2708841	0	2	3141075	2708841	1	1	0	o__Clostridiales (UID1226)	155	278	158	0	278	0	0	0	0
D06-NF-R1	67	-24.41	0) really bad	91.39	23.16	39.13	Eggerthella lenta 1_1_60AFAA	strain	0.677	Eggerthella lenta 1_1_60AFAA	strain	0.677	86022	4.21	0.35	96	278908	3981	63	2	2	2	FALSE	FALSE	FALSE	FALSE	65	31	12	1	0	0	0	0	4208961	4095155	3127970	1760897	278908	0	0	0	0	96	4208961	49871	16	32	0	p__Actinobacteria (UID2112)	31	211	124	17	148	46	0	0	0
D06-NF-R1	74	98.28	4) high quality Bowers	98.88	0.12	0	Bacteroides eggerthii DSM 20697	strain	0.69	Bacteroides eggerthii DSM 20697	strain	0.69	1300321	4.8	24.81	10	1945277	4074	74	4	4	5	TRUE	TRUE	TRUE	TRUE	9	7	5	4	3	2	0	0	4802473	4799991	4758210	4612345	4457818	4134992	3245598	0	0	10	4802473	889394	2	3	0	o__Bacteroidales (UID2657)	160	492	269	3	488	1	0	0	0
D06-NF-R1	75	96.22	4) high quality Bowers	99.37	0.63	100	Eubacteriales	order	0.908	Lachnospiraceae bacterium OF11-28	species	0.634	1812462	3.48	5.99	9	1812462	3143	70	6	6	6	TRUE	TRUE	TRUE	TRUE	9	7	6	4	1	1	0	0	3481862	3481862	3409438	3332229	2946896	1812462	1812462	0	0	9	3481862	396691	1	3	0	o__Clostridiales (UID1226)	155	278	158	1	276	1	0	0	0
D06-NF-R1	76	90.87	3) high quality Nayfach	98.92	1.61	0	Parolsenella catena	species	0.992	Parolsenella catena	species	0.992	323988	1.91	1	16	635239	1675	54	4	4	4	TRUE	TRUE	FALSE	TRUE	8	7	6	3	1	0	0	0	1913649	1890135	1874836	1808835	1271179	635239	0	0	0	16	1913649	213995	2	4	0	p__Actinobacteria (UID2112)	31	211	124	2	207	2	0	0	0
D06-NF-R1	77	99.42	3) high quality Nayfach	99.42	0	0	[Ruminococcus] lactaris ATCC 29176	strain	0.801	[Ruminococcus] lactaris ATCC 29176	strain	0.801	774746	2.79	0.99	15	1088949	2499	55	5	5	5	TRUE	TRUE	FALSE	TRUE	11	4	4	4	2	1	0	0	2791813	2767035	2621452	2621452	2621452	1863695	1088949	0	0	15	2791813	385807	2	3	0	f__Lachnospiraceae (UID1256)	33	333	171	1	332	0	0	0	0
D06-NF-R1	86	85.73	3) high quality Nayfach	90.58	0.97	0	[Eubacterium] rectale	species	0.705	[Eubacterium] rectale M104/1	strain	0.525	207539	2.74	6.13	30	526923	2570	32	1	1	0	TRUE	TRUE	TRUE	FALSE	27	16	7	2	1	0	0	0	2742931	2727794	2459211	1767373	946514	526923	0	0	0	30	2742931	78242	4	11	0	f__Lachnospiraceae (UID1286)	57	420	207	43	375	2	0	0	0
D06-NF-R1	87_sub	51.6	2) medium quality	70.05	3.69	23.53	Bifidobacterium longum	species	0.781	Bifidobacterium longum subsp. longum 17-1B	strain	0.477	501786	1.65	2.86	14	788276	1452	42	2	2	0	TRUE	TRUE	FALSE	FALSE	10	5	3	2	2	0	0	0	1652862	1632675	1526361	1403773	1290062	1290062	0	0	0	14	1652862	501786	2	2	0	f__Bifidobacteriaceae (UID1462)	65	476	217	141	318	17	0	0	0
D06-NF-R1	91	76.6	2) medium quality	76.6	0	0	Firmicutes	phylum	0.755	Tyzzerella sp.	species	0.486	41069	1.76	0.7	78	77996	1883	39	1	1	0	TRUE	TRUE	FALSE	FALSE	40	11	0	0	0	0	0	0	1756262	1559305	743014	0	0	0	0	0	0	78	1756262	25999	15	27	0	o__Clostridiales (UID1212)	172	263	149	52	211	0	0	0	0
D06-NF-R1	96	58.81	2) medium quality	58.81	0	0	Coprobacillus	genus	0.869	Coprobacillus sp. AF19-3	species	0.501	397114	1.47	0.45	6	540116	1494	62	7	7	7	TRUE	TRUE	FALSE	FALSE	6	5	4	3	1	0	0	0	1468257	1468257	1448852	1374939	1201881	540116	0	0	0	6	1468257	264651	2	3	0	k__Bacteria (UID2372)	131	177	106	62	115	0	0	0	0
D06-NF-R1	97_sub	23.22	1) low quality	38.82	3.12	0	Eubacteriales	order	0.696	Unclassified	Unclassified	0.421	31924	1.83	0.36	114	55933	2952	47	0	0	0	TRUE	FALSE	FALSE	FALSE	63	1	0	0	0	0	0	0	1831569	1597652	55933	0	0	0	0	0	0	114	1831569	15999	24	46	0	o__Clostridiales (UID1226)	155	278	158	159	108	11	0	0	0
D06-NF-R1	bin.1	94.1	2) medium quality	94.55	0.09	0	Bifidobacterium adolescentis L2-32	strain	1	Bifidobacterium adolescentis L2-32	strain	1	2143239	2.14	4.34	1	2143239	1740	0	4	4	5	TRUE	TRUE	FALSE	FALSE	1	1	1	1	1	1	1	0	2143239	2143239	2143239	2143239	2143239	2143239	2143239	2143239	0	1	2143239	2143239	1	1	0	f__Bifidobacteriaceae (UID1458)	77	464	220	23	440	1	0	0	0
D06-NF-R1	bin.114_sub	17.24	1) low quality	20.39	0.63	0	Clostridiaceae	family	0.672	uncultured Clostridium sp.	species	0.432	54784	1.15	1.03	29	116217	1326	25	1	1	0	TRUE	FALSE	FALSE	FALSE	27	8	1	0	0	0	0	0	1148430	1134793	616848	116217	0	0	0	0	0	29	1148430	33198	8	14	0	o__Clostridiales (UID1226)	155	278	158	204	73	1	0	0	0
D06-NF-R1	bin.119	10.4	1) low quality	10.4	0	0	Eubacteriales	order	0.763	Clostridium phoceensis	species	0.205	31997	0.54	0.64	20	72859	581	10	0	0	0	TRUE	FALSE	FALSE	FALSE	18	1	0	0	0	0	0	0	542160	527570	72859	0	0	0	0	0	0	20	542160	23108	7	12	0	o__Clostridiales (UID1212)	172	263	149	210	53	0	0	0	0
D06-NF-R1	bin.131	44.33	2) medium quality	73.43	5.82	7.69	Clostridium phoceensis	species	0.879	Clostridium phoceensis	species	0.879	33942	1.89	1.01	83	81915	2080	16	0	1	1	TRUE	TRUE	FALSE	FALSE	64	3	0	0	0	0	0	0	1889620	1780197	196188	0	0	0	0	0	0	83	1889620	19979	22	41	0	o__Clostridiales (UID1212)	172	257	149	67	177	13	0	0	0
D06-NF-R1	bin.133	89.27	3) high quality Nayfach	95.97	1.34	0	Coprococcus catus	species	1	Coprococcus catus	species	1	458024	3.15	0.58	8	1140239	2817	53	8	8	2	TRUE	TRUE	FALSE	TRUE	8	8	8	5	1	1	0	0	3151263	3151263	3151263	3151263	2572061	1140239	1140239	0	0	8	3151263	272985	2	5	0	o__Clostridiales (UID1212)	172	263	149	9	252	2	0	0	0
D06-NF-R1	bin.137_sub	79.69	2) medium quality	83.54	0.77	25	Roseburia inulinivorans	species	0.965	Roseburia inulinivorans	species	0.965	102132	2.79	0.74	38	277843	2789	53	3	3	0	TRUE	TRUE	FALSE	FALSE	32	19	8	1	0	0	0	0	2791566	2750544	2283901	1444707	277843	0	0	0	0	38	2791566	71951	8	16	0	f__Lachnospiraceae (UID1286)	57	420	207	98	314	8	0	0	0
D06-NF-R1	bin.149	67.46	2) medium quality	70.81	0.67	0	Butyricicoccus	genus	0.758	Butyricicoccus sp. AM05-1	species	0.391	429025	2.34	0.93	8	767769	2206	58	6	6	5	TRUE	TRUE	FALSE	FALSE	8	8	5	4	1	0	0	0	2338435	2338435	2338435	2111778	1930377	767769	0	0	0	8	2338435	304758	2	4	0	o__Clostridiales (UID1212)	172	263	149	78	184	1	0	0	0
D06-NF-R1	bin.156	70.18	2) medium quality	70.18	0	0	Ruminococcus	genus	0.981	Ruminococcus sp. OM07-7	species	0.5	576452	1.86	0.72	5	630000	1671	20	2	2	2	TRUE	TRUE	FALSE	FALSE	5	4	4	4	2	0	0	0	1864210	1864210	1829035	1829035	1829035	1206452	0	0	0	5	1864210	320671	2	3	0	f__Lachnospiraceae (UID1256)	33	333	171	92	241	0	0	0	0
D06-NF-R1	bin.159_sub	57.51	2) medium quality	63.86	1.27	0	Firmicutes bacterium CAG:646	species	0.933	Firmicutes bacterium CAG:646	species	0.933	45972	2.01	0.28	49	121359	2506	41	0	0	0	TRUE	TRUE	FALSE	FALSE	45	12	1	0	0	0	0	0	2012137	1985530	938816	121359	0	0	0	0	0	49	2012137	33910	14	26	0	o__Clostridiales (UID1226)	155	278	158	97	179	2	0	0	0
D06-NF-R1	bin.163	-132.73	0) really bad	92.82	45.11	2.11	Lachnospiraceae bacterium	species	1	Lachnospiraceae bacterium	species	1	3614186	3.61	1	1	3614186	3479	0	5	5	2	FALSE	FALSE	FALSE	FALSE	1	1	1	1	1	1	1	1	3614186	3614186	3614186	3614186	3614186	3614186	3614186	3614186	3614186	1	3614186	3614186	1	1	0	f__Lachnospiraceae (UID1255)	90	354	174	20	205	124	4	1	0
D06-NF-R1	bin.169	99.37	3) high quality Nayfach	99.37	0	0	Blautia obeum	species	0.998	Blautia obeum	species	0.998	529843	3.32	0.76	6	1528969	2992	57	5	5	5	TRUE	TRUE	FALSE	TRUE	5	5	5	5	2	1	0	0	3323464	3316318	3316318	3316318	3316318	2058812	1528969	0	0	6	3323464	499435	2	3	0	o__Clostridiales (UID1226)	155	278	158	1	277	0	0	0	0
D06-NF-R1	bin.2	38.01	1) low quality	38.01	0	0	Dorea longicatena DSM 13814	strain	1	Dorea longicatena DSM 13814	strain	1	975910	1.68	1.27	2	975910	1613	45	5	5	4	TRUE	FALSE	FALSE	FALSE	2	2	2	2	2	0	0	0	1676063	1676063	1676063	1676063	1676063	1676063	0	0	0	2	1676063	700153	1	2	0	f__Lachnospiraceae (UID1256)	33	333	171	190	143	0	0	0	0
D06-NF-R1	bin.20	89.67	3) high quality Nayfach	99.42	1.95	0	Dorea formicigenerans 4_6_53AFAA	strain	0.982	Dorea formicigenerans 4_6_53AFAA	strain	0.982	1114618	2.95	0.48	6	1350024	2797	53	6	6	5	TRUE	TRUE	FALSE	TRUE	5	3	3	3	2	2	0	0	2947397	2940415	2895136	2895136	2895136	2464642	2464642	0	0	6	2947397	1114618	2	2	0	f__Lachnospiraceae (UID1256)	33	333	171	1	327	5	0	0	0
D06-NF-R1	bin.200	31.55	1) low quality	34.9	0.67	100	Anaerostipes hadrus	species	1	Anaerostipes hadrus	species	1	760494	1.1	2.1	2	760494	1016	35	4	4	4	TRUE	FALSE	FALSE	FALSE	2	2	2	2	1	0	0	0	1099805	1099805	1099805	1099805	1099805	760494	0	0	0	2	1099805	339311	1	2	0	o__Clostridiales (UID1212)	172	263	149	146	116	1	0	0	0
D06-NF-R1	bin.215	17.09	1) low quality	18.84	0.35	100	Clostridium	genus	0.802	Clostridium sp. 1_1_41A1FAA	species	0.521	101994	0.36	0.73	4	115657	325	78	8	8	9	TRUE	FALSE	FALSE	FALSE	4	4	2	0	0	0	0	0	363061	363061	363061	217651	0	0	0	0	0	4	363061	73657	2	3	0	o__Clostridiales (UID1120)	304	249	142	166	82	1	0	0	0
D06-NF-R1	bin.23	47.49	1) low quality	47.49	0	0	Monoglobus pectinilyticus	species	0.77	Monoglobus pectinilyticus	species	0.77	41993	1.27	0.1	40	114002	1553	26	0	0	0	TRUE	FALSE	FALSE	FALSE	33	5	1	0	0	0	0	0	1272176	1237969	388622	114002	0	0	0	0	0	40	1272176	29617	11	20	0	o__Clostridiales (UID1212)	172	263	149	134	129	0	0	0	0
D06-NF-R1	bin.26	72.4	2) medium quality	72.6	0.04	100	uncultured Oscillibacter sp.	species	1	uncultured Oscillibacter sp.	species	1	131083	1.88	1.84	18	374980	1798	32	1	1	1	TRUE	TRUE	FALSE	FALSE	17	13	6	2	0	0	0	0	1875866	1869866	1757476	1199875	682897	0	0	0	0	18	1875866	88549	4	9	0	o__Clostridiales (UID1212)	172	263	149	77	184	2	0	0	0
D06-NF-R1	bin.28	24.13	1) low quality	33.18	1.81	50	Clostridiales bacterium	species	1	Clostridiales bacterium	species	1	16971	0.83	1.26	64	45048	1039	4	0	0	0	TRUE	FALSE	FALSE	FALSE	29	0	0	0	0	0	0	0	831746	611469	0	0	0	0	0	0	0	64	831746	9452	15	31	0	o__Clostridiales (UID1212)	172	257	149	144	109	4	0	0	0
D06-NF-R1	bin.47	64.9	2) medium quality	80.85	3.19	0	Intestinimonas butyriciproducens	species	0.852	Intestinimonas butyriciproducens	species	0.852	88841	2.6	0.92	48	179980	2587	50	2	2	1	TRUE	TRUE	FALSE	FALSE	39	21	7	0	0	0	0	0	2602532	2543652	2021158	924708	0	0	0	0	0	48	2602532	57981	11	20	0	o__Clostridiales (UID1212)	172	257	149	50	198	9	0	0	0
D06-NF-R1	bin.91	43.67	1) low quality	43.67	0	0	Blautia	genus	0.875	Blautia sp. AF19-10LB	species	0.456	417962	1.71	0.97	4	715899	1534	13	2	2	2	TRUE	FALSE	FALSE	FALSE	4	4	4	3	1	0	0	0	1710148	1710148	1710148	1710148	1495626	715899	0	0	0	4	1710148	361765	2	3	0	o__Clostridiales (UID1226)	155	278	158	152	126	0	0	0	0
D06-NF-R1	bin.97	47.96	1) low quality	47.96	0	0	Faecalibacterium prausnitzii SL3/3	strain	1	Faecalibacterium prausnitzii SL3/3	strain	1	566404	1.77	11.49	3	646957	1623	37	4	4	4	TRUE	FALSE	FALSE	FALSE	3	3	3	3	3	0	0	0	1767361	1767361	1767361	1767361	1767361	1767361	0	0	0	3	1767361	554000	2	3	0	o__Clostridiales (UID1212)	172	261	147	130	131	0	0	0	0
D06-NF-R1	maxbin.002	100	4) high quality Bowers	100	0	0	Faecalibacterium prausnitzii L2-6	strain	0.996	Faecalibacterium prausnitzii L2-6	strain	0.996	1746720	2.94	19.85	3	1746720	2712	66	6	6	6	TRUE	TRUE	TRUE	TRUE	3	2	2	2	2	2	0	0	2937199	2937199	2925860	2925860	2925860	2925860	2925860	0	0	3	2937199	1179140	1	2	0	o__Clostridiales (UID1212)	172	261	147	0	261	0	0	0	0
D06-NF-R1	maxbin.006_sub	71.95	2) medium quality	98.25	5.26	40	Blautia sp. AF19-1	species	0.848	Blautia sp. AF19-1	species	0.848	3158000	3.98	6.8	13	3158000	3590	61	6	6	6	TRUE	TRUE	FALSE	FALSE	7	4	4	2	1	1	1	1	3975635	3935172	3873516	3873516	3445637	3158000	3158000	3158000	3158000	13	3975635	3158000	1	1	0	k__Bacteria (UID203)	5449	103	57	1	87	15	0	0	0
D06-NF-R1	maxbin.011	97.99	4) high quality Bowers	97.99	0	0	Ruminococcus callidus ATCC 27760	strain	0.845	Unclassified	Unclassified	0.551	1999341	3.63	7.93	15	1999341	3306	58	5	5	5	TRUE	TRUE	TRUE	TRUE	11	4	4	2	2	2	0	0	3625801	3611811	3429971	3429971	3062262	3062262	3062262	0	0	15	3625801	1062921	1	2	0	o__Clostridiales (UID1212)	172	263	149	4	259	0	0	0	0
D06-NF-R1	maxbin.014_sub	98.63	4) high quality Bowers	98.63	0	0	Ruminococcus sp.	species	0.996	Ruminococcus sp.	species	0.996	3019262	3.03	6.23	2	3019262	2794	56	4	4	4	TRUE	TRUE	TRUE	TRUE	2	1	1	1	1	1	1	1	3030223	3030223	3019262	3019262	3019262	3019262	3019262	3019262	3019262	2	3030223	3019262	1	1	0	o__Clostridiales (UID1212)	172	260	146	3	257	0	0	0	0
D06-NF-R1	maxbin.018_sub	-2.22	1) low quality	24.68	5.38	100	Eubacteriales	order	0.743	Oscillospiraceae bacterium	species	0.223	65682	1.19	3.56	33	129732	1132	6	0	0	0	TRUE	FALSE	FALSE	FALSE	23	8	1	0	0	0	0	0	1186834	1127529	698621	129732	0	0	0	0	0	33	1186834	35403	7	13	0	o__Clostridiales (UID1226)	155	278	158	179	86	13	0	0	0
D06-NF-R1	maxbin.031	92.8	3) high quality Nayfach	100	1.44	0	Bifidobacterium pseudocatenulatum	species	0.915	Bifidobacterium pseudocatenulatum	species	0.915	2354358	2.57	1.76	7	2354358	2136	58	5	5	1	TRUE	TRUE	FALSE	TRUE	5	3	1	1	1	1	1	0	2573540	2561408	2507676	2354358	2354358	2354358	2354358	2354358	0	7	2573540	2354358	1	1	0	f__Bifidobacteriaceae (UID1458)	77	464	220	0	457	7	0	0	0
D06-NF-R1	maxbin.033	89.94	3) high quality Nayfach	93.29	0.67	0	Clostridiales bacterium	species	0.995	Clostridiales bacterium	species	0.995	2018288	2.03	1.55	3	2018288	1839	54	2	2	2	TRUE	TRUE	FALSE	TRUE	1	1	1	1	1	1	1	0	2028807	2018288	2018288	2018288	2018288	2018288	2018288	2018288	0	3	2028807	2018288	1	1	0	o__Clostridiales (UID1212)	172	263	149	13	249	1	0	0	0
D06-NF-R1	maxbin.035	91.29	3) high quality Nayfach	97.99	1.34	0	Ruminococcaceae bacterium UBA1691	species	0.971	Ruminococcaceae bacterium UBA1691	species	0.971	1733543	3.33	1.86	11	1733543	3133	57	3	3	3	TRUE	TRUE	FALSE	TRUE	6	3	3	3	3	1	0	0	3327572	3314563	3232209	3232209	3232209	3232209	1733543	0	0	11	3327572	768569	1	2	0	o__Clostridiales (UID1212)	172	263	149	3	258	2	0	0	0
D06-NF-R1	maxbin.036	99.33	2) medium quality	99.33	0	0	Eubacterium ventriosum	species	0.974	Eubacterium ventriosum	species	0.974	2392773	2.46	0.84	10	2392773	2145	65	4	4	0	TRUE	TRUE	FALSE	FALSE	3	1	1	1	1	1	1	0	2456779	2426656	2392773	2392773	2392773	2392773	2392773	2392773	0	10	2456779	2392773	1	1	0	o__Clostridiales (UID1212)	172	263	149	1	262	0	0	0	0
D06-NF-R1	maxbin.037	45.53	2) medium quality	91.43	9.18	82.35	Faecalibacterium prausnitzii L2-6	strain	0.983	Faecalibacterium prausnitzii L2-6	strain	0.983	214498	2.98	2.43	38	426632	2756	65	8	8	8	TRUE	TRUE	FALSE	FALSE	24	15	10	3	0	0	0	0	2982728	2918844	2690378	2333987	1091909	0	0	0	0	38	2982728	124901	5	10	0	o__Clostridiales (UID1212)	172	261	147	23	223	14	1	0	0
D06-NF-R1	maxbin.039_sub	77.23	2) medium quality	98.83	4.32	0	Sellimonas intestinalis	species	0.842	Sellimonas intestinalis	species	0.842	2672473	4.04	1.34	39	2672473	3928	66	5	5	0	TRUE	TRUE	FALSE	FALSE	16	3	3	2	2	1	1	0	4044712	3960665	3565517	3565517	3406473	3406473	2672473	2672473	0	39	4044712	734000	1	2	0	f__Lachnospiraceae (UID1256)	33	333	171	2	316	15	0	0	0
